"","EVENT_DATE","YEAR","EVENT_TYPE","PERPRETATORS","VICTIMS","COUNTRY","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","SOURCE","NOTES","FATALITIES"
"4281","2014-01-16",2014,"Remote violence","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"The Star (Nairobi)","A blast of unknown origin occurs at Jomo Kenyatta International Airport during the evening hours. The body of a Somali national was later discovered, however his causes of death is believed to be from gunfire. Nevertheless, authorities believe his death is related to the blast perpetrators. The following three days several arrests were made.",1
"4282","2014-01-16",2014,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Kilifi","Kilifi North","Dabaso","Wartime",-3.35429,40.02086,"The Star (Nairobi)","A senior Mijikenda Kayak elder was shot dead by unknown gangsters during the evening hours at his home in Jamb area of Wartime. Family members said the man had no local grudges and they had no idea of the motive.",1
"4283","2014-01-19",2014,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Mombasa","Mvita","Tononoka","Mombasa",-4.05,39.66667,"The Star (Nairobi)","Street traders situated in the Central Business District of the city protest a planned forced eviction of the area.",0
"4284","2014-01-20",2014,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Nyeri","Othaya","Chinga","Othaya",-0.5666,36.95,"The Star (Nairobi)","Kiaga Coffee Factory farmers demonstrate outside the company premises in protest of slated sale plans. The protesters believed the planned sale to a cooperative society, which typically pay less than that of private millers.",0
"4285","2014-01-20",2014,"Riots/Protests","Protesters (Kenya)","Police Forces of Kenya (2013-)","Kenya","Kiambu","Thika Town","Kamenu","Thika",-1.05,37.083333,"The Star (Nairobi)","Police have dispersed over 5000 traders who took to the street to protest hiking of county levies and brought business to a standstill in Thika town. The protesters accused the Kiambu County Government of increasing the county levies by over 100 % and demanded that Governor William Gitau Kabogo leave office. Following the demonstration the trader found their shops had been looted. It is not clear if there is a connection between the demonstration and the robbery.",0
"4286","2014-01-21",2014,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Muranga","Kiharu","Township","Muranga",-0.7166,37.15,"The Star (Nairobi)","Traders in Muranga have protest against new tax rates proposed by the county government. The demonstrations began late 21/01 and continued into 22/01.",0
"4287","2014-01-22",2014,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Muranga","Kiharu","Township","Muranga",-0.7166,37.15,"The Star (Nairobi)","Traders in Muranga have protest against new tax rates proposed by the county government. The demonstrations began late 21/01 and continued into 22/01.",0
"4288","2014-01-22",2014,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Nakuru","Nakuru Town East","Kivumbini","Nakuru",-0.3,36.0833,"The Star (Nairobi)","More than 300 traders operating in Nakuru town staged a demonstration along Nakuru, Eldoret highway after they found their stalls destroyed by officers of county government.",0
"4289","2014-01-22",2014,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2013-)","Kenya","Embu","Manyatta","Kirimari","Embu",-0.53333,37.45,"The Star (Nairobi)","Several people including police officers were injured after police and demonstrators protesting against a roadside court in Embu town clashed. The protestors, who were mainly matatu operators, are opposed to the court that had been set up on Embu-Nairobi to charge traffic offenders.",0
"4290","2014-01-22",2014,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2013-)","Kenya","Mombasa","Mvita","Tononoka","Mombasa",-4.05,39.66667,"The Star (Nairobi)","Traders riot, attack police and engage in running battles after they are forcibly removed from their vending locations near the Central Business District. Several hawkers were arrested as police used tear gas to disperse them during the confrontation.",0
"4291","2014-01-23",2014,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Kiambu","Kikuyu","Kinoo","Kinoo",-1.24905,36.69163,"The Star (Nairobi)","Traders in Kinoo demonstrated against ""punitive"" levies. They closed down their businesses before marching for five kilometres to the Kinoo sub county offices in Kikuyu town.",0
"4292","2014-01-23",2014,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Kisumu","Kisumu Central","Market Milimani","Kisumu",-0.1,34.75,"The Star (Nairobi)","A group of youth protest a rally held in Kisumu by Cord leaders.",0
"4293","2014-01-23",2014,"Battle-No change of territory","Police Forces of Kenya (2013-)","Merrile Ethnic Militia (Ethiopia)","Kenya","Turkana","Turkana Central","Kanamkemer","Lodwar",3.11911,35.59727,"Daily Nation (Nairobi)","Ethiopian Merrile militia attack a group of fishermen in the north-west Turkana border district, on Lake Turkana, killing one and injuring several others. The motive for the attack is not clear, though several similar raid had been persistent in the area. Responding to the fishermens distress calls, Kenyan police battled the Merrile, pushing them back into Ethiopia. No causality figures provided from the police battle.",0
"4294","2014-01-23",2014,"Violence against civilians","Merrile Ethnic Militia (Ethiopia)","Civilians (Somalia)","Kenya","Turkana","Turkana Central","Kanamkemer","Lodwar",3.11911,35.59727,"Daily Nation (Nairobi)","Ethiopian Merrile militia attack a group of fishermen in the north-west Turkana border district, on Lake Turkana, killing one and injuring several others. The motive for the attack is not clear, though several similar raid had been persistent in the area. Responding to the fishermens distress calls, Kenyan police battled the Merrile, pushing them back into Ethiopia. No causality figures provided from the police battle.",1
"4295","2014-01-25",2014,"Violence against civilians","Pokot Ethnic Militia (Kenya)","Civilians (Kenya)","Kenya","Turkana","Turkana Central","Kanamkemer","Lodwar",3.11911,35.59727,"Sunday Nation (Kenya)","Four people have been confirmed dead after raiders, suspected to be Pokots, ambushed Turkana herdsmen at Juluk in Turkana South sub-county.",4
"4296","2014-01-27",2014,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2013-)","Kenya","Nandi","Chesumei","Kosirai","Mosoriot",0.3,35.16667,"The Star (Nairobi)","Students of Mosoriot Teachers Training College in Nandi held demonstrations following the suspicious death of their colleague. They are also opposed to a plan to upgrade the institution into a university. The more than 1,000 students barricaded the busy Eldoret-Kapsabet-Kisumu highway with huge boulders. Police shot into the air to disperse the group.",0
"4297","2014-01-27",2014,"Riots/Protests","Protesters (Kenya)","Police Forces of Kenya (2013-)","Kenya","Elgeyo-Marakwet","Keiyo North","Kapchemutwa","Iten",0.670173,35.507735,"The Star (Nairobi)","Tambach High School in Elgeyo Marakwet has been closed following student protests during the night time hours. The students were protesting the banning of weekend night entertainment and teacher harassment. Police were called in after the students threatened to destroy property.",0
"4298","2014-01-29",2014,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Muranga","Kiharu","Mbiri","Mathioya",-0.71667,37.25,"The Star (Nairobi)","Coffee farmers demonstrate in the streets surrounding their factory over pay.",0
"4299","2014-01-29",2014,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Nakuru","Naivasha","Mai Mahiu","Kedona",-1.05,36.56667,"The Star (Nairobi)","The more than 200 youth, armed with weapons raided a sand harvesting site in Kedong Ranch and set the lorries ablaze. The attack follows a fall-out between traders and the youth from Mai Mahiu over control of the sand business.",0
"4300","2014-01-30",2014,"Battle-No change of territory","Borana Ethnic Militia (Kenya)","Gabra Ethnic Militia (Kenya)","Kenya","Marsabit","Moyale","Moyale Township","Moyale",3.509374,39.052757,"Xinhua","Nine are feared dead in Moyale as fights between Borana and Gabra-Burji militia. On the morning of 30/01 suspected Gabra-Burji militias attacked Kate village, some 50 kilometres from Moyale town. The Borana group responded with heavy resistance. After about half an hour of intense exchange, the fights moved from the village into the bush. As at 11am fierce exchange was heard towards Funan-nyata about 15 kilometres from Kate.",9
"4301","2014-01-31",2014,"Strategic development","Police Forces of Kenya (2013-)","Al Shabaab","Kenya","Nairobi","Kamukunji","Eastleigh North","Eastleigh",-1.271689,36.849689,"Shebeele Media Network","Police in Eastleigh arrest over 100 Somali expatriates with suspected connections to al Shabaab in a night time operation.",0
"4302","2014-02-02",2014,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2013-)","Kenya","Mombasa","Mvita","Tononoka","Mombasa",-4.05,39.66667,"Reuters","During a police raid on Masjid Msa Mosque crowds in surrounding area hurled stones at the police.",0
"4303","2014-02-02",2014,"Battle-No change of territory","Police Forces of Kenya (2013-)","Al Shabaab","Kenya","Mombasa","Mvita","Tononoka","Mombasa",-4.05,39.66667,"The Star (Nairobi)","A police officer and two youths are killed in a confrontation at the Masjid Musa Mosque in Mombasa. Police had stormed the mosque to arrest youths who were suspected to have been holding an al Shabaab recruitment meeting. At time of the raid the mosque was donned with al-Shabaab flags. Following the raid a three hour battle ensued, wile the youths, holed up in the Mosque mounted a resistance. Police fired teargas canisters to smoke them out of the mosque and in the process a police officer was killed. Two youths were also shot dead by police and several other people injured. 129 arrests reported, a court later charged all with being members of al Shabaab. Twenty-one were released in the following week.",3
"4304","2014-02-03",2014,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2013-)","Kenya","Mombasa","Mvita","Tononoka","Mombasa",-4.05,39.66667,"Xinhua","Police battle stone throwing youth for a second day in Mombasa. The confrontation between police armed with rubber bullets and the youth forced businesses near the Masjid Msa Mosque to shut down as roads were blocked and cars smashed.",0
"4305","2014-02-03",2014,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2013-)","Kenya","Mombasa","Mvita","Tononoka","Mombasa",-4.05,39.66667,"The Star (Nairobi)","Youths demanding the release of a group of youths who had been arrested following during fighting after police stormed a meeting in Masjid Msa Mosque riot. Police fired tear gas and rubber bullets at the protesters who were hurling rocks and shouting ""release our brothers"". Twenty-one arrested.",0
"4306","2014-02-04",2014,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"The Star (Nairobi)","Kenyan journalists have joined international journalists outside the Egyptian Embassy in Nairobi to protest the imprisonment of three Al Jazeera correspondents in Cairo.",0
"4307","2014-02-05",2014,"Remote violence","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Mombasa","Likoni","Timbwani","Likoni",-4.08394,39.66161,"The Star (Nairobi)","A bomb was in the early morning hurled at a primary school in Likoni, Mombasa. Police say the device exploded inside the school compound, but no injuries have been reported.",0
"4308","2014-02-07",2014,"Riots/Protests","Rioters (Kenya)","Police Forces of Kenya (2013-)","Kenya","Mombasa","Nyali","Frere Town","Kisauni",-4.03333,39.68333,"Daily Nation (Kenya)","Ten people were arrested as 300 Muslim youth engaged police in running battles in Kisauni, angered a recent raid on a nearby Mosque. Additionally, three passers-by were stabbed, robbed and seriously injured over cover of the melee. The violence occurred in the early afternoon.",0
"4309","2014-02-09",2014,"Violence against civilians","Vigilante Militia (Kenya)","Civilians (Uganda)","Kenya","Busia","Teso South","Amukura Central","Ochude",0.53333,34.25,"The Star (Nairobi)","A suspected cattle thief, believed to be a Ugandan, was killed by residents of Ochude location in Teso South district.",1
"4310","2014-02-10",2014,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Homa Bay","Kasipul","Central Kasipul","Got Nyango",-0.43728,34.73556,"The Star (Nairobi)","Residents of Got Nyango village in Karachuonyo sub county, Homa Bay county held a peaceful demonstration over iron ore mining in the area. The residents said the company has not honoured the agreement they made previously.",0
"4311","2014-02-10",2014,"Riots/Protests","Protesters (Kenya)","Unitentified","Kenya","Nairobi","Starehe","Nairobi Central","Nairobi",-1.28333,36.81667,"The Star (Nairobi)","A gay rights group protested outside the Ugandan Embassy against Ugandan homosexuality laws.",0
